src	tgt
▁your ▁person a : ▁My ▁mom ▁is ▁my ▁best ▁friend . [SEP] ▁your ▁person a : ▁I ▁have ▁four ▁s is ters . [SEP] ▁your ▁person a : ▁I ▁believe ▁that ▁mer ma ids ▁are ▁real . [SEP] ▁your ▁person a : ▁I ▁love ▁ iced ▁tea . [SEP] ▁Hi , ▁how ▁are ▁you ▁doing ▁today ? [SEP] ▁I ▁am ▁spending ▁time ▁with ▁my ▁4 ▁s is ters ▁what ▁are ▁you ▁up ▁to [SEP] ▁Wow , ▁four ▁s is ters . ▁Just ▁watching ▁game ▁of ▁thr ones . [SEP] ▁That ▁is ▁a ▁good ▁show ▁I ▁watch ▁that ▁while ▁drinking ▁ iced ▁tea [SEP] ▁I ▁agree . ▁What ▁do ▁you ▁do ▁for ▁a ▁living ? [SEP] ▁I ' m ▁a ▁research er ▁I ' m ▁research ing ▁the ▁fact ▁that ▁mer ma ids ▁are ▁real [SEP] ▁Interesting . ▁I ' m ▁a ▁website ▁design er . ▁Pretty ▁much ▁spend ▁all ▁my ▁time ▁on ▁the ▁computer .	▁That ' s ▁cool ▁my ▁mom ▁does ▁the ▁same ▁thing
▁your ▁person a : ▁My ▁mom ▁is ▁my ▁best ▁friend . [SEP] ▁your ▁person a : ▁I ▁have ▁four ▁s is ters . [SEP] ▁your ▁person a : ▁I ▁believe ▁that ▁mer ma ids ▁are ▁real . [SEP] ▁your ▁person a : ▁I ▁love ▁ iced ▁tea . [SEP] ▁Hi , ▁how ▁are ▁you ▁doing ▁today ? [SEP] ▁I ▁am ▁spending ▁time ▁with ▁my ▁4 ▁s is ters ▁what ▁are ▁you ▁up ▁to [SEP] ▁Wow , ▁four ▁s is ters . ▁Just ▁watching ▁game ▁of ▁thr ones . [SEP] ▁That ▁is ▁a ▁good ▁show ▁I ▁watch ▁that ▁while ▁drinking ▁ iced ▁tea [SEP] ▁I ▁agree . ▁What ▁do ▁you ▁do ▁for ▁a ▁living ? [SEP] ▁I ' m ▁a ▁research er ▁I ' m ▁research ing ▁the ▁fact ▁that ▁mer ma ids ▁are ▁real [SEP] ▁Interesting . ▁I ' m ▁a ▁website ▁design er . ▁Pretty ▁much ▁spend ▁all ▁my ▁time ▁on ▁the ▁computer . [SEP] ▁That ' s ▁cool ▁my ▁mom ▁does ▁the ▁same ▁thing [SEP] ▁That ' s ▁awesome . ▁I ▁have ▁always ▁had ▁a ▁love ▁for ▁technology .	▁Tell ▁me ▁more ▁about ▁yourself
▁your ▁person a : ▁My ▁mom ▁is ▁my ▁best ▁friend . [SEP] ▁your ▁person a : ▁I ▁have ▁four ▁s is ters . [SEP] ▁your ▁person a : ▁I ▁believe ▁that ▁mer ma ids ▁are ▁real . [SEP] ▁your ▁person a : ▁I ▁love ▁ iced ▁tea . [SEP] ▁Hi , ▁how ▁are ▁you ▁doing ▁today ? [SEP] ▁I ▁am ▁spending ▁time ▁with ▁my ▁4 ▁s is ters ▁what ▁are ▁you ▁up ▁to [SEP] ▁Wow , ▁four ▁s is ters . ▁Just ▁watching ▁game ▁of ▁thr ones . [SEP] ▁That ▁is ▁a ▁good ▁show ▁I ▁watch ▁that ▁while ▁drinking ▁ iced ▁tea [SEP] ▁I ▁agree . ▁What ▁do ▁you ▁do ▁for ▁a ▁living ? [SEP] ▁I ' m ▁a ▁research er ▁I ' m ▁research ing ▁the ▁fact ▁that ▁mer ma ids ▁are ▁real [SEP] ▁Interesting . ▁I ' m ▁a ▁website ▁design er . ▁Pretty ▁much ▁spend ▁all ▁my ▁time ▁on ▁the ▁computer . [SEP] ▁That ' s ▁cool ▁my ▁mom ▁does ▁the ▁same ▁thing [SEP] ▁That ' s ▁awesome . ▁I ▁have ▁always ▁had ▁a ▁love ▁for ▁technology . [SEP] ▁Tell ▁me ▁more ▁about ▁yourself [SEP] ▁I ▁really ▁enjoy ▁free ▁di ving , ▁how ▁about ▁you , ▁have ▁any ▁hob bies ?	▁I ▁enjoy ▁hanging ▁with ▁my ▁mother ▁she ' s ▁my ▁best ▁friend
▁your ▁person a : ▁My ▁mom ▁is ▁my ▁best ▁friend . [SEP] ▁your ▁person a : ▁I ▁have ▁four ▁s is ters . [SEP] ▁your ▁person a : ▁I ▁believe ▁that ▁mer ma ids ▁are ▁real . [SEP] ▁your ▁person a : ▁I ▁love ▁ iced ▁tea . [SEP] ▁Hi , ▁how ▁are ▁you ▁doing ▁today ? [SEP] ▁I ▁am ▁spending ▁time ▁with ▁my ▁4 ▁s is ters ▁what ▁are ▁you ▁up ▁to [SEP] ▁Wow , ▁four ▁s is ters . ▁Just ▁watching ▁game ▁of ▁thr ones . [SEP] ▁That ▁is ▁a ▁good ▁show ▁I ▁watch ▁that ▁while ▁drinking ▁ iced ▁tea [SEP] ▁I ▁agree . ▁What ▁do ▁you ▁do ▁for ▁a ▁living ? [SEP] ▁I ' m ▁a ▁research er ▁I ' m ▁research ing ▁the ▁fact ▁that ▁mer ma ids ▁are ▁real [SEP] ▁Interesting . ▁I ' m ▁a ▁website ▁design er . ▁Pretty ▁much ▁spend ▁all ▁my ▁time ▁on ▁the ▁computer . [SEP] ▁That ' s ▁cool ▁my ▁mom ▁does ▁the ▁same ▁thing [SEP] ▁That ' s ▁awesome . ▁I ▁have ▁always ▁had ▁a ▁love ▁for ▁technology . [SEP] ▁Tell ▁me ▁more ▁about ▁yourself [SEP] ▁I ▁really ▁enjoy ▁free ▁di ving , ▁how ▁about ▁you , ▁have ▁any ▁hob bies ? [SEP] ▁I ▁enjoy ▁hanging ▁with ▁my ▁mother ▁she ' s ▁my ▁best ▁friend [SEP] ▁That ' s ▁nice . ▁M oms ▁are ▁pretty ▁cool ▁too .	▁I ' m ▁also ▁fasc in ated ▁with ▁mer ma ids
▁your ▁person a : ▁I ▁had ▁a ▁gig ▁at ▁local ▁the ater ▁last ▁night . [SEP] ▁your ▁person a : ▁I ▁work ▁as ▁a ▁stand ▁up ▁com ed ian . [SEP] ▁your ▁person a : ▁I ▁come ▁from ▁a ▁small ▁town . [SEP] ▁your ▁person a : ▁My ▁favorite ▁drink ▁is ▁c ub a ▁li bre . [SEP] ▁your ▁person a : ▁I ▁did ▁a ▁few ▁small ▁ro les ▁in ▁tv ▁series . [SEP] ▁We ▁all ▁live ▁in ▁a ▁yellow ▁sub mar ine , ▁a ▁yellow ▁sub mar ine . ▁Mor ning !	▁Hi ! ▁That ▁is ▁a ▁great ▁line ▁for ▁my ▁next ▁stand ▁up .
▁your ▁person a : ▁I ▁had ▁a ▁gig ▁at ▁local ▁the ater ▁last ▁night . [SEP] ▁your ▁person a : ▁I ▁work ▁as ▁a ▁stand ▁up ▁com ed ian . [SEP] ▁your ▁person a : ▁I ▁come ▁from ▁a ▁small ▁town . [SEP] ▁your ▁person a : ▁My ▁favorite ▁drink ▁is ▁c ub a ▁li bre . [SEP] ▁your ▁person a : ▁I ▁did ▁a ▁few ▁small ▁ro les ▁in ▁tv ▁series . [SEP] ▁We ▁all ▁live ▁in ▁a ▁yellow ▁sub mar ine , ▁a ▁yellow ▁sub mar ine . ▁Mor ning ! [SEP] ▁Hi ! ▁That ▁is ▁a ▁great ▁line ▁for ▁my ▁next ▁stand ▁up . [SEP] ▁Lol . ▁I ▁am ▁sh y , ▁anything ▁to ▁break ▁the ▁ice , ▁and ▁I ▁am ▁a ▁beat les ▁fan .	▁I ▁can ▁tell . ▁I ▁am ▁not , ▁you ▁can ▁see ▁me ▁in ▁some ▁tv ▁shows
▁your ▁person a : ▁I ▁had ▁a ▁gig ▁at ▁local ▁the ater ▁last ▁night . [SEP] ▁your ▁person a : ▁I ▁work ▁as ▁a ▁stand ▁up ▁com ed ian . [SEP] ▁your ▁person a : ▁I ▁come ▁from ▁a ▁small ▁town . [SEP] ▁your ▁person a : ▁My ▁favorite ▁drink ▁is ▁c ub a ▁li bre . [SEP] ▁your ▁person a : ▁I ▁did ▁a ▁few ▁small ▁ro les ▁in ▁tv ▁series . [SEP] ▁We ▁all ▁live ▁in ▁a ▁yellow ▁sub mar ine , ▁a ▁yellow ▁sub mar ine . ▁Mor ning ! [SEP] ▁Hi ! ▁That ▁is ▁a ▁great ▁line ▁for ▁my ▁next ▁stand ▁up . [SEP] ▁Lol . ▁I ▁am ▁sh y , ▁anything ▁to ▁break ▁the ▁ice , ▁and ▁I ▁am ▁a ▁beat les ▁fan . [SEP] ▁I ▁can ▁tell . ▁I ▁am ▁not , ▁you ▁can ▁see ▁me ▁in ▁some ▁tv ▁shows [SEP] ▁Really ? ▁What ▁shows ? ▁I ▁like ▁tv , ▁it ▁makes ▁me ▁forget ▁I ▁do ▁not ▁like ▁my ▁family	▁Wow , ▁I ▁wish ▁I ▁had ▁a ▁big ▁family . ▁I ▁grew ▁up ▁in ▁a ▁very ▁small ▁town .
▁your ▁person a : ▁I ▁had ▁a ▁gig ▁at ▁local ▁the ater ▁last ▁night . [SEP] ▁your ▁person a : ▁I ▁work ▁as ▁a ▁stand ▁up ▁com ed ian . [SEP] ▁your ▁person a : ▁I ▁come ▁from ▁a ▁small ▁town . [SEP] ▁your ▁person a : ▁My ▁favorite ▁drink ▁is ▁c ub a ▁li bre . [SEP] ▁your ▁person a : ▁I ▁did ▁a ▁few ▁small ▁ro les ▁in ▁tv ▁series . [SEP] ▁We ▁all ▁live ▁in ▁a ▁yellow ▁sub mar ine , ▁a ▁yellow ▁sub mar ine . ▁Mor ning ! [SEP] ▁Hi ! ▁That ▁is ▁a ▁great ▁line ▁for ▁my ▁next ▁stand ▁up . [SEP] ▁Lol . ▁I ▁am ▁sh y , ▁anything ▁to ▁break ▁the ▁ice , ▁and ▁I ▁am ▁a ▁beat les ▁fan . [SEP] ▁I ▁can ▁tell . ▁I ▁am ▁not , ▁you ▁can ▁see ▁me ▁in ▁some ▁tv ▁shows [SEP] ▁Really ? ▁What ▁shows ? ▁I ▁like ▁tv , ▁it ▁makes ▁me ▁forget ▁I ▁do ▁not ▁like ▁my ▁family [SEP] ▁Wow , ▁I ▁wish ▁I ▁had ▁a ▁big ▁family . ▁I ▁grew ▁up ▁in ▁a ▁very ▁small ▁town . [SEP] ▁I ▁did ▁too . ▁I ▁do ▁not ▁get ▁along ▁with ▁mine . ▁They ▁have ▁no ▁class .	▁Just ▁drink ▁some ▁col a ▁with ▁rum ▁and ▁you ' ll ▁forget ▁about ▁them !
▁your ▁person a : ▁I ▁had ▁a ▁gig ▁at ▁local ▁the ater ▁last ▁night . [SEP] ▁your ▁person a : ▁I ▁work ▁as ▁a ▁stand ▁up ▁com ed ian . [SEP] ▁your ▁person a : ▁I ▁come ▁from ▁a ▁small ▁town . [SEP] ▁your ▁person a : ▁My ▁favorite ▁drink ▁is ▁c ub a ▁li bre . [SEP] ▁your ▁person a : ▁I ▁did ▁a ▁few ▁small ▁ro les ▁in ▁tv ▁series . [SEP] ▁We ▁all ▁live ▁in ▁a ▁yellow ▁sub mar ine , ▁a ▁yellow ▁sub mar ine . ▁Mor ning ! [SEP] ▁Hi ! ▁That ▁is ▁a ▁great ▁line ▁for ▁my ▁next ▁stand ▁up . [SEP] ▁Lol . ▁I ▁am ▁sh y , ▁anything ▁to ▁break ▁the ▁ice , ▁and ▁I ▁am ▁a ▁beat les ▁fan . [SEP] ▁I ▁can ▁tell . ▁I ▁am ▁not , ▁you ▁can ▁see ▁me ▁in ▁some ▁tv ▁shows [SEP] ▁Really ? ▁What ▁shows ? ▁I ▁like ▁tv , ▁it ▁makes ▁me ▁forget ▁I ▁do ▁not ▁like ▁my ▁family [SEP] ▁Wow , ▁I ▁wish ▁I ▁had ▁a ▁big ▁family . ▁I ▁grew ▁up ▁in ▁a ▁very ▁small ▁town . [SEP] ▁I ▁did ▁too . ▁I ▁do ▁not ▁get ▁along ▁with ▁mine . ▁They ▁have ▁no ▁class . [SEP] ▁Just ▁drink ▁some ▁col a ▁with ▁rum ▁and ▁you ' ll ▁forget ▁about ▁them ! [SEP] ▁Put ▁the ▁l ime ▁in ▁the ▁co con ut ▁as ▁well ...	▁Nah , ▁plain ▁c ub a ▁li bre , ▁that ' s ▁what ▁we ▁dr ank ▁yesterday ▁at ▁the ▁the ater .
▁your ▁person a : ▁I ▁had ▁a ▁gig ▁at ▁local ▁the ater ▁last ▁night . [SEP] ▁your ▁person a : ▁I ▁work ▁as ▁a ▁stand ▁up ▁com ed ian . [SEP] ▁your ▁person a : ▁I ▁come ▁from ▁a ▁small ▁town . [SEP] ▁your ▁person a : ▁My ▁favorite ▁drink ▁is ▁c ub a ▁li bre . [SEP] ▁your ▁person a : ▁I ▁did ▁a ▁few ▁small ▁ro les ▁in ▁tv ▁series . [SEP] ▁We ▁all ▁live ▁in ▁a ▁yellow ▁sub mar ine , ▁a ▁yellow ▁sub mar ine . ▁Mor ning ! [SEP] ▁Hi ! ▁That ▁is ▁a ▁great ▁line ▁for ▁my ▁next ▁stand ▁up . [SEP] ▁Lol . ▁I ▁am ▁sh y , ▁anything ▁to ▁break ▁the ▁ice , ▁and ▁I ▁am ▁a ▁beat les ▁fan . [SEP] ▁I ▁can ▁tell . ▁I ▁am ▁not , ▁you ▁can ▁see ▁me ▁in ▁some ▁tv ▁shows [SEP] ▁Really ? ▁What ▁shows ? ▁I ▁like ▁tv , ▁it ▁makes ▁me ▁forget ▁I ▁do ▁not ▁like ▁my ▁family [SEP] ▁Wow , ▁I ▁wish ▁I ▁had ▁a ▁big ▁family . ▁I ▁grew ▁up ▁in ▁a ▁very ▁small ▁town . [SEP] ▁I ▁did ▁too . ▁I ▁do ▁not ▁get ▁along ▁with ▁mine . ▁They ▁have ▁no ▁class . [SEP] ▁Just ▁drink ▁some ▁col a ▁with ▁rum ▁and ▁you ' ll ▁forget ▁about ▁them ! [SEP] ▁Put ▁the ▁l ime ▁in ▁the ▁co con ut ▁as ▁well ... [SEP] ▁Nah , ▁plain ▁c ub a ▁li bre , ▁that ' s ▁what ▁we ▁dr ank ▁yesterday ▁at ▁the ▁the ater . [SEP] ▁I ▁prefer ▁mo j it os . ▁Water m el on ▁or ▁c uc umber .	▁Those ▁are ▁really ▁y ummy ▁too , ▁but ▁not ▁my ▁favorite .
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook .	▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away .
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook . [SEP] ▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away . [SEP] ▁Really . ▁But , ▁I ▁can ▁sing ▁pitch ▁perfect .	▁I ▁also ▁cook , ▁and ▁I ▁ride ▁my ▁bike ▁to ▁work .
